Tweet,Label
@Twitter-handle: @Twitter-handle: Bro the guy wey come beat am is a retired killer my brother he’s a politician now,anger
I can't do this anymore Is it so hard to let a dead person rest without mentioning them 24/7 in someone's replies?… URL,sadness
RT @Twitter-handle: D.O. - scarlett_whitening ins @Twitter-handle: URL,neutral
"RT @Twitter-handle: In celebration of their 10th anniversary, @Twitter-handle: ""Take Two"" is here! Stream it here URL URL",neutral
RT @Twitter-handle: White women make it known when they want you…no games and playing around that’s how them black athletes get snatched up EAR…,anger
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: Separation of powers!,neutral
"sure enough, looks as if the indictment will be unsealed in advance of the Smith presser",neutral
"RT @Twitter-handle: Touring all of the rich history in Athens, Greece - today we visited Acropolis &amp; it was beautiful! URL",happiness
@Twitter-handle: @Twitter-handle: That fat shrieking freak with a mask on 💀,disgust
@Twitter-handle: @Twitter-handle: It's a prerequisite,neutral
@Twitter-handle: damn are you sure?,surprise
@Twitter-handle: I WAS FERAL,neutral
RT @Twitter-handle: We gonna look back and be like damn..........White folks destroyed everything lol.,anger
"@Twitter-handle: @Twitter-handle: Again, you're just repeating fragments of words and phrases you heard in right-wing med… URL",neutral
RT @Twitter-handle: I’m calling for Donald J. Trump to RETURN to Twitter! It would be good for democracy if you became active again.,neutral
This asshole is so fucking annoying jesus christ URL,anger
RT @Twitter-handle: The horrible precedent isn't that Trump was indicted. The horrible precedent is that we had a president who repeatedly b…,anger
@Twitter-handle: We will be there 🥂✅,happiness
"RT @Twitter-handle: U.S. school shootings on rise, 46 in 2022: Washington Post URL",fear
MY JAW IS ON THE FLOOR OMG URL,surprise
What if…,neutral
"@Twitter-handle: @Twitter-handle: Tell us the whole story, why was bombing going on.",neutral
Good Night To All 💛 #ThalapathyVijay𓃵 #Thalapathy68 #Leo #LeoFilm @Twitter-handle: URL,happiness
Day 31 I am SLEEEEBY URL,neutral
RT @Twitter-handle: Taking a break from social media. URL,neutral
"RT @Twitter-handle: Looking for clarification: URL ""...malware installs itself as a service in the SYSTEM registry hive wit…",neutral
"@Twitter-handle: @Twitter-handle: Unfortunately for Jimmy, it’s not his year.",sadness
RT @Twitter-handle: Every day russia commits crimes against humanity and the whole living world URL,anger
RT @Twitter-handle: The new #BluePlaque commemorates June Hancock and her campaigning after the Armley Asbestos Disaster as John Battle said…,neutral
"Delights in inspiring creativity, and playfulness. Creation's probably OUNASS_NOON_PROMO_NON_TOYOU_TO_Fordeal_HM_Ba… URL",neutral
RT @Twitter-handle: not even nicki agrees but let’s compare recent GETTY images URL,neutral
RT @Twitter-handle: Every nigga I had still love me😂 even if he yo nigga,neutral
@Twitter-handle: @Twitter-handle: Haha snowflake,anger
"RT @Twitter-handle: #GodKabir_Appears_In_4_Yugas Gnani Garuda is your servant. Life is not saved without you. Having said this, Garuda wrap…",neutral
@Twitter-handle: @Twitter-handle: I mean yeah but also hmm. Like I understand the hurt but it's canon that Neil doesn't e… URL,neutral
RT @Twitter-handle: Yeah 😊🥰🥰 I love this one JUICY JAY OUR FOCUS #SiyamthandaJwacu URL,happiness
@Twitter-handle: Na this be the real influencing 🤣,happiness
@Twitter-handle: @Twitter-handle: @Twitter-handle: What if I proposed that the TQ's are extremism?,anger
RT @Twitter-handle: ₓ˚. ୭ ˚◦˚sleepy puppy ˚◦˚ ୧ .˚ₓ URL,happiness
RT @Twitter-handle: Visions. #analoghorror #arghorror #indiehorror #horrorart URL,neutral
"@Twitter-handle: Kkkk you know where the problem lies,",anger
"RT @Twitter-handle: we are currently $3,462 from being able to regain our home. please help us and our kitty if you can, even with a rt URL",sadness
RT @Twitter-handle: I Guess they couldn’t access the app,neutral
"RT @Twitter-handle: If you’re from Solana and paper handing ordinals left and right, stop it - get some help Free yourself from the poverty…",anger
RT @Twitter-handle: me every time a shinee member apologizes for something they have no control over URL,neutral
@Twitter-handle: countries i've been to,neutral
RT @Twitter-handle: The Kids Are Dead EP now available direct to consumer DM to purchase Pay What You Want Album Art: @Twitter-handle: Album Revie…,neutral
"RT @Twitter-handle: were very similar to him, so I was very surprised. (jpn (trans by Furuya-san)→eng)",surprise
"Waynedale High School vs. Ottawa Hills - 2023 OHSAA Div III Baseball Semifinals URL 📅 Friday, J… URL",neutral
"RT @Twitter-handle: Pete Hegseth hit it right on the head: EVERY TRUE REPUBLICAN NOMINEE SHOULD BE IN MIAMI, AT THE COURTHOUSE, STANDING W…",anger
RT @Twitter-handle: Four Pios Earn Outdoor Track &amp; Field Accolades URL,neutral
A cabinet as useful as a tweet to the blocked. #ableg URL,neutral
RT @Twitter-handle: All the positive vibes in the $AMP community today is nice to see.,happiness
RT @Twitter-handle: Pink Gorilla thief returns to the scene of the crime. Hopefully our boy will make it home soon URL,surprise
@Twitter-handle: Maxies tails toy,neutral
@Twitter-handle: Thought I was the only one 😭,sadness
@Twitter-handle: Why we brought him on for another season is beyond me,anger
RT @Twitter-handle: Zion gotta start telling these bitches let’s go band for band,anger
@Twitter-handle: @Twitter-handle: @Twitter-handle: he’s one of us now,neutral
RT @Twitter-handle: A thread of pictures taken from today’s Cannibalism stage performance! #bungostage #文ステ URL,neutral
"RT @Twitter-handle: Whoa - Q1 earnings growth just turned positive!! via our excellent @Twitter-handle: : (And thanks in part to energy, with…",surprise
RT @Twitter-handle: Help URL,neutral
"Here’s a lesson for anyone on here card related: If a deal is too good to be true, it’s not going to happen. No… URL",neutral
RT @Twitter-handle: AEW: Fight Forever trailer shows Tag Team mode URL URL,neutral
"RT @Twitter-handle: I CANT mess with people that don't understand it's the PRINCIPLE of things. It's not what u did., It's how u did it. And…",anger
@Twitter-handle: YOU’RE THE ONE WITH THR ANTICS URL,neutral
@Twitter-handle: FoxConn appears to be just looking for some government agency to pay it a lot of money to setup manufacturing.,neutral
RT @Twitter-handle: Trump is a coward. He’s weak. Physically. Mentally. Morally. Ideologically.,anger
RT @Twitter-handle: this is the good stuff right here. cat with a little fish in its mouth. this is the kind of thing they got in the cartoons,happiness
Gomolemo knows how to select the boxes hey 🤔#DealorNoDealZA URL,neutral
RT @Twitter-handle: #M72Donington Night 1 through the lens of Jeff Yeager... 🇬🇧 URL,neutral
@Twitter-handle: It's very ape. Apes gotta ape 🤷 revert to animals,neutral
"RT @Twitter-handle: Meet the biggest influencer in Africa. At 3.6m followers, his tweets outperforms Buhari, Atiku &amp; Tinubu’s tweets combine…",happiness
RT @Twitter-handle: Star Of My GALAXY💫 Heavenly gorgeous🤍 #shivangijoshi #Shivangians URL,neutral
RT @Twitter-handle: ❤️KPOP GIVEAWAY❤️ 🗳️ FREE VOTES STARPLANET THE SHOW EARLY VOTE 300💓 Heart jellies Rules : 📌 RT &amp; LIKE MY PINNED TWEET 📌…,neutral
RT @Twitter-handle: this quote was definitely intentional #BeMyFavoriteEP3 URL,neutral
@Twitter-handle: @Twitter-handle: Damn it. I didn’t know that. Ugh!,anger
RT @Twitter-handle: remember when Hanni from NewJeans posted a selfie with Halle and her Korean fans wasted no time to degrade Halle? and…,disgust
RT @Twitter-handle: Breaking: Indictments of Donald Trump and associate Walt Nauta have been unsealed,neutral
@Twitter-handle: Watching Spiderman for the first time high sounds insane ngl,happiness
@Twitter-handle: Grabbin’ my hat,neutral
RT @Twitter-handle: Go to court! Go to court!! We are in court! Our legal team came prepared with 2 big monitors to play video evidence to…,anger
RT @Twitter-handle: NEW: NHS England has confirmed puberty blockers for young people with gender incongruence will only be administered as part…,neutral
RT @Twitter-handle: ; Suami Dua Digit — Winwin Alternate Universe. URL,neutral
"RT @Twitter-handle: Unfortunately, Let Them Watch was scratched by Dr. Aponte. The horse is 100% healthy, and we have the ultrasound to prove…",neutral
Acquired my first #Solana piece on @Twitter-handle: ✨🌞 'Celebraçao do Boi' by @Twitter-handle: good lord i love the heat… URL,happiness
RT @Twitter-handle: Nah fuck it Zion I see the vision. Beating the milk merchant allegations with the yam commander supreme roster is an epic s…,anger
"@Twitter-handle: Before y’all come at me it’s a joke and I don’t know what happened, someone explain",neutral
Sold $SPY 430c @Twitter-handle: .79 (70%) Had to throw up a free #alert for the folks that have me on notifications despite my re… URL,disgust
"RT @Twitter-handle: Michael J. Fox is an international treasure, and you don't need me to tell you. A happy birthday to him.",happiness
"RT @Twitter-handle: Please don’t disown me, Sandfam! I voted Dream! I swear! #GoodOmensFanArt #GoodOmens #Aziraphale #Crowley #TheSandmanFanart…",happiness
RT @Twitter-handle: And changed R&amp;B forever URL,neutral
@Twitter-handle: has your list of #PrideMonth month events in the #WorcesterMass region URL,neutral
RT @Twitter-handle: Black Swan (2010) URL,neutral
"@Twitter-handle: @Twitter-handle: So who's going to read it to Stitt now that you're gone? Walter's has to have bullet points, so he's out....",neutral
We are now a police state! When Biden try’s to put is chief political opponent in jail! He is the biggest criminal… URL,anger
@Twitter-handle: supprime,neutral
@Twitter-handle: mang eak,neutral
RT @Twitter-handle: @Twitter-handle: No worries!!🥰🥰,happiness
RT @Twitter-handle: $50 | 725K - 24 HOURS 🍣 RT like &amp; Follow @Twitter-handle:,neutral
RT @Twitter-handle: BOTY (Bside Of The Year) URL,neutral
RT @Twitter-handle: It’s finally time… my new album The Show is out now! Listen here: URL I’ve been working really hard…,happiness
"@Twitter-handle: Thanks, Danny.",happiness
RT @Twitter-handle: Slap boxing in the bathroom at school turned boys into men,neutral
Ayeba Worldwide!! URL,neutral
@Twitter-handle: @Twitter-handle: Oya come and place it,neutral
Just got rugged by the classic 90s show - Home Improvement. Watching tv with the kids for a bit today bc too cold f… URL,neutral
@Twitter-handle: @Twitter-handle: Happy Birthday,happiness
RT @Twitter-handle: Got an airdrop! Getting ready to Coom! URL,neutral
@Twitter-handle: @Twitter-handle: they don't deserve to 💅,disgust
"""If we pause before signing our kids up for another 'enrichment' class, they may find plain old free time enriching… URL",neutral
"Not tryna disrespect any country but; Qatar ma basera, lives/from Sydney, Australia rey! bro bhedaa bana but teti ni nabana",neutral
RT @Twitter-handle: “This isn’t just a question of our rights. It’s a question of who we are as a society and who we want to be as a country…,anger
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: URL,neutral
"RT @Twitter-handle: Yeah, self-cleaning ovens are great and all but, where tf is my self-cleaning house",disgust
RT @Twitter-handle: Reaching 10k followers and the celebration is long overdue... 🚨 $50 GIVEAWAY 🚨 👉 Follow me; 👉 Like + RT; 👉 Tag that frien…,happiness
RT @Twitter-handle: Please consider reading Holly's story whom I met as a new staff @Twitter-handle: in 2008 on @Twitter-handle: Total Artificial ❤️…,happiness
"RT @Twitter-handle: 🦆Tell me what are you expecting? #Testnet? Piece of cake 💥It's here, on #BuildOnBase URL Quack no…",surprise
babies supporting🫶🏼 URL,neutral
Litecoin going is going the moon...🥇🥈 URL,happiness
RT @Twitter-handle: 🤝 Ordz Games x @Twitter-handle: 🤝 🟧 10x WL SPOTS Giveaway for their upcoming BRC20 token $BTOC 🟧 To join: 1️⃣ Follow @Twitter-handle:,neutral
"RT @Twitter-handle: While the world cries about Ukraine's sovereignty, Joe Biden's troops continue illegally occupying Syria and committing war…",anger
"RT @Twitter-handle: New Nerd and Jock episode is out, read it early on Webtoons! URL URL",neutral
@Twitter-handle: Photoshop is amazing. She wishes she looked like that.,disgust
"🚀🌕 India's ISRO plans to launch Chandrayaan-3 in mid-July, aiming to land a rover on the Moon after the failed 2019… URL",surprise
RT @Twitter-handle: make sure the person ur choosing over everyone is choosing u too,neutral
@Twitter-handle: @Twitter-handle: At least 8 500 civilians have died since Russia's invasion. Now huge territories have… URL,neutral
RT @Twitter-handle: Special Counsel Jack Smith making a statement at 3pm.,neutral
"RT @Twitter-handle: 8:20PM Drop your handles, follow all who retweet, Like and comment immediately 🙏",neutral
RT @Twitter-handle: Yassine Bounou and Reda Tagnaouti wishes the best to Wydad in the final ❤️ URL,happiness
RT @Twitter-handle: I am so tired URL,neutral
RT @Twitter-handle: OBU Tour and Team Camp. @Twitter-handle: URL,neutral
RT @Twitter-handle: Lagos Titans 🙌🔥🔥🔥🔥 TACHA THE BIGGEST CAT TBFS LAUNCH PARTY #TheBigFridayShowXTacha URL,neutral
"RT @Twitter-handle: Editors and publishers of the five media organizations who first partnered with Julian Assange - The New York Times, The Gua…",neutral
"@Twitter-handle: there's a good few! caesar, callisto, kanzeon, kaguya, loki, aizen-myouou are all really nice p.s. i also… URL",neutral
RT @Twitter-handle: Dear Media: “false narrative” is inaccurate and downplays the seriousness of the charges. “Trump lies again…” or something t…,anger
"@Twitter-handle: @Twitter-handle: hi, what perfect touches are these!! it is very difficult to put the chicken so clearly… URL",happiness
"@Twitter-handle: hull fc -4, J.Griffin, A.Swift and L.Sutcliffe all the score and J.Clifford 6+ points",neutral
RT @Twitter-handle: ‼️STOP EATING MOUSE GUMMIES ‼️ — an important thread on why we should stop eating mouse gummies (don't open if sensitive) URL,disgust
“mmmm thats you baby.” URL,neutral
RT @Twitter-handle: 7 Dear @Twitter-handle: The @Twitter-handle: has failed to condemn the @Twitter-handle: regime's aid theft &amp; corruption. Tigrayans have en…,anger
RT @Twitter-handle: We have partnered with @Twitter-handle: to give you the best experience tomorrow! Don't miss the UEFA Champions League Fin…,neutral
RT @Twitter-handle: ☪️ Celebrate Eid Al-Adha With #KuCoin ✅ Follow &amp; RT ✅ Share a pic/video below on how you celebrate Eid Al-Adha with your…,happiness
RT @Twitter-handle: Niall Horan's 'The Show' has reached #1 on US iTunes. URL,happiness
"RT @Twitter-handle: James Comey And His Dirty FBI Are At Center Of Much Controversy RAV D.C. correspondent, Christopher Carter asks; ""Will an…",anger
RT @Twitter-handle: i love my bf URL,happiness
RT @Twitter-handle: The resignation honours list so named because the Tories have resigned themselves to losing the general election and hav…,anger
RT @Twitter-handle: Is it only me or do you guys also think that( Devdatta Nage )doesn't fit in the role of Lord Hanuman URL,neutral
RT @Twitter-handle: SIX OUT OF SEVEN GOOD GOD URL,neutral
Just bought some books at @Twitter-handle: a couple horror bookshop just up the road from me.,happiness
"@Twitter-handle: I wasn’t ready for the end, emotional rollercoaster, successful video 🤣",happiness
@Twitter-handle: Im in South Jersey its just now starting to clear out,neutral
RT @Twitter-handle: The Nigerian Military High Command Commends Troops And Pledges More Support . The Command Also Encourages The Genera…,neutral
"men whose hair is of that _USE_OUNAS_OUNASS_CODE_ONASS_COUPON_DISCOUNT_ONAS_PROMO_ yet, go back to th URL",neutral
@Twitter-handle: ur a fucking loser i gurantee u dont keep that same energy in america fuck boy,anger
RT @Twitter-handle: History books are gonna have a FIELD DAY with the fact that the guy who spent the entire 2016 election accusing his oppo…,anger
RT @Twitter-handle: TALES #TearsOfTheKingdom URL,neutral
"@Twitter-handle: I agreed with your explanation, and understand....It's called mutual respect and love! Greetings from Ri… URL",happiness
Florida AG candidate predicts DOJ will ask for Judge Aileen Cannon to be recused URL,neutral
RT @Twitter-handle: None of these Republicans running against Trump believe they can beat Trump. None of them are TRYING to beat Trump. They’…,anger
RT @Twitter-handle: Big Drama! Senior Sources claims that he approached Zardari to accept him in PPP; then he went to Baharia Town Bilawal H…,anger
@Twitter-handle: Simply trying to divert the attention. Those of us who are awake know what the hell is happening. Kennedy for President!!!,anger
Sudden urge to read a thriller,happiness
@Twitter-handle: You can go to bed bc it's looking like I'll be doing this later,neutral
@Twitter-handle: There's a lady on here that has visits from a fox named Biscuit...that looks like it...it lets her do that too 🤔🦊,surprise
"in a world full of liars, cheaters, and people who will use you, hurt you, and walk away - find and keep the ones t… URL",anger
@Twitter-handle: why don't you provide customer care number????,anger
RT @Twitter-handle: our 24 hour goal for the audio was 1m-1.5m which we already surpassed our itunes 24 hour goal was 90 #1’s which we already a…,happiness
RT @Twitter-handle: genuinely cant stop thinkin bout this damn video its so fuckin funny URL,happiness
My girl surgery went good 🙏🏽❤️,happiness
@Twitter-handle: PIBESDAAAAAAAY,neutral
"RT @Twitter-handle: BREAKING: A showdown is ramping up right now in Ottawa after the school board told all teachers to call all kids by ""they…",anger
@Twitter-handle: Everybody is entitled to his or her opinion,neutral
"@Twitter-handle: @Twitter-handle: That goes for any mental illness, and so you don't think I'm being personal agains… URL",neutral
RT @Twitter-handle: This Morning! URL,neutral
$bbig Top analyst price target for next week 📈📉🚀 URL,neutral
Jen looks like Sandra Laing #TheBalaFamily,neutral
"I'm not joking, y'all URL",neutral
"Hey, my love's joy! 😃 URL",happiness
RT @Twitter-handle: 🇰🇷 #BTS and the Members are charting on the Melon Top 100 at 12AM KST! #5 Take Two #23 The Planet #28 Dynamite #30 Li…,happiness
"RT @Twitter-handle: #दहेज_मुक्त_विवाह Through the pious spiritual discourses of Saint Rampal Ji Maharaj, people are realizing that the need…",neutral
@Twitter-handle: i looked 😔,sadness
RT @Twitter-handle: BREAKING: Trump says he's indicted in Jack Smith's classified documents probe (via Deadline: Legal Blog) URL,anger
Good news for those who love sea voyages! India’s first international cruise was flagged off from Chennai to Sri La… URL,happiness
I think it was David Roth that said this is what Trump’s standing posture looks like URL,neutral
@Twitter-handle: No just clowns are daft enough to believe they are both clean.,anger
"RT @Twitter-handle: No character in Skullgirls is complete with an explosive piece of Key Art, and Marie has even brought along some of her ske…",neutral
"RT @Twitter-handle: Prominent Louisiana baptist leader, Daryl Stagg, has been arrested for multiple sex crimes against children. URL",disgust
RT @Twitter-handle: @Twitter-handle: It's a psyop ffs it's wild everyone has been trying to warn people for months they're about to do this…,anger
RT @Twitter-handle: easily annoyed these days,anger
"I’ve been contacted. Thanks @Twitter-handle: for any help you provided, and I’ll take down all the bellyaching twe… URL",neutral
@Twitter-handle: We weren’t in the MLS at 35 URL,neutral
"RT @Twitter-handle: 50 Cent reveals that he was only making $17,000 per episode when he first started “Power” URL",neutral
"👾: I was like ""Oh sweet, i got a notif in my priv account, probably someone liked a tweet"" and i see this, this fuc… URL",anger
RT @Twitter-handle: Apple Music UK 🇬🇧- K-pop Genre Take Two - #2 (=) Dynamite - #3 (+1) Remember the goal for Take Two is Top 100 so kee…,neutral
RT @Twitter-handle: Mommy teaching her 6 week pup how to herd the sheep.. 😊 URL,happiness
@Twitter-handle: @Twitter-handle: ...me watching CNN....,neutral
RT @Twitter-handle: Oh they don't care and I love them for that!! PLEASE SET ME ON FIRE MORE URL,anger
RT @Twitter-handle: Not a want but a NEED URL,neutral
"RT @Twitter-handle: Just called an 87 year old man kiddo, so yeah.",disgust
that boubert,neutral
"@Twitter-handle: Run Barry, Run ⚡",happiness
RT @Twitter-handle: Here's a very useful technique for when you need particles to follow any path you want! URL #VFX…,neutral
"@Twitter-handle: This is literally gonna backfire when there’s rolling brown outs and energy shortages, you can thank Gretch… URL",anger
excellence in english journalism award outstanding club member (balanse) with highest honors bye jhs :p URL,neutral
"RT @Twitter-handle: The Trump indictment is shameful &amp; disgraceful. In over two centuries of our nation's history, no new president has ever lau…",anger
RT @Twitter-handle: THREAD INI MENGANDUNG KUMPULAN VIDEO CRINGE😭 A THREAD URL,disgust
"RT @Twitter-handle: Breaking News: We Transmitted National Assembly Election Results Successfully, But Presidential Failed – INEC Staff Tells C…",anger
"RT @Twitter-handle: Happy pride 🌈 month, let’s go over what the BidenHarris administration has done for the LGBTQIA+ community URL",happiness
@Twitter-handle: eeek - a picture to engender nightmares!,disgust
RT @Twitter-handle: Whoever did this can we talk for a while...? URL,neutral
@Twitter-handle: Congress ka game Bajane me,anger
RT @Twitter-handle: by the time i’m 30 I wanna be the boujiest bitch in the world 😂,happiness
Got my $AIPAD,happiness
RT @Twitter-handle: As long as it may take. (1/3) JJK Chapter 225 spoilers. #夏五 URL,neutral
One of my favorite things about my hometown is the natural beauty that 电报 #实名 #支付宝 URL,neutral
RT @Twitter-handle: I JUST GOT MY MIND BLOWN URL,surprise
RT @Twitter-handle: . @Twitter-handle: is looking for a Blue Carpet Host for the prestigious Youth Owned Brands awards taking place at the Sandt…,neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: You unwillingness to acknowledge fact is truly sad. So blind. So pathetic.… URL,anger
RT @Twitter-handle: @Twitter-handle: Happy release day mate!!!,happiness
child could be and had wings that reached from hisshoulders,surprise
@Twitter-handle: @Twitter-handle: And her not being indicted means Trump shouldn't have been.,anger
"RT @Twitter-handle: Super proud of this week's award winners! Kelvin earned the most points, Isabella earned the ASL award, Brandon earned…",happiness
RT @Twitter-handle: Sheikh Jassim showing Ten Hag the transfer budget URL,neutral
Just met @Twitter-handle: crazy how the world works lol,surprise
RT @Twitter-handle: the way dew looks at him URL,neutral
RT @Twitter-handle: @Twitter-handle: Most kind 🤣 URL,neutral
"RT @Twitter-handle: In #Germany, iNatter johnny-m saw this Iceland #Lichen (Cetraria ericetorum) and it's our #FungusFriday Observation of the…",neutral
RT @Twitter-handle: #WATCH | We met people from 'Art of Living' as they supported us a lot during the COVID pandemic and during 'Operation Ganga' in U…,happiness
RT @Twitter-handle: Precedent has been set since they indicted Trump. Now it's time to indict Barack Hussein Obama. Do you agree? URL,anger
"we all agree the person who runs “funsizeboys” is questionable at best, predator at worst right?",disgust
"RT @Twitter-handle: Democrats are so mentally ill with TDS, they need a straight-jacket, rubber room and a kiss from mommy. Second, “I tol…",anger
"RT @Twitter-handle: Meet Florida’s newest drag queen, Anita Pardon. 😉 URL",happiness
RT @Twitter-handle: Annouced about destruction #Russian MLRS TOS-1 “Solntsepyok” in #Zaporizhzhia region URL,neutral
"It’s alumni Friday! My dog Iggy is a Rescue Dogs Rock (NYC) pup. Iggy came from Texas, a high kill state where he w… URL",happiness
"THREAD!!! Key Highlights by DP, @Twitter-handle: as he addressed the media in Meru. - The previous regime had mismanaged t… URL",anger
RT @Twitter-handle: 🐸 $Pipepe 🐸 ✅Contract address: 0x2b4C5F0fCA565C36fbADA3c362aB54401843E89A NO preasle✅ Liquidity locked.🔒 No Team Token✅…,neutral
RT @Twitter-handle: how to make your twitter orange: a thread 🧡 URL,neutral
RT @Twitter-handle: getting a new phone and realizing your old phones battery life was GARBAGE omg,disgust
RT @Twitter-handle: Are we having fun yet??? URL,happiness
"RT @Twitter-handle: 4.) Next To Normal The squad explores the human realm to find clues to make a new portal to the demon realm. Meanwhile, H…",neutral
@Twitter-handle: A little late to start but wrote 104 words #junowrimo,neutral
"Sad Mouse Life is launching soon and we're giving away $50,000 of $SML tokens to a limited number of early particip… URL",neutral
"RT @Twitter-handle: ended everyone. especially sakura, the dress, the pose, the necklace, ALL OF HER IS JUST PRECIOUS!!! she is so beautiful, de…",happiness
RT @Twitter-handle: Hello it is sunny and I have been growing flowers I hope your flowers are also flourishing 🌸✨ URL,happiness
RT @Twitter-handle: Hello! @Twitter-handle: and @Twitter-handle: I am humbly asking you to unsuspend @Twitter-handle: this account didn't violate any of…,neutral
RT @Twitter-handle: luke accidentally bonking his microphone tonight #LukeAtTheFonda URL,neutral
@Twitter-handle: Aren't YOU the kettle that called the pot...,anger
RT @Twitter-handle: Tropicana Field was once known as the ThunderDome when it was the home of the Tampa Bay Lightning. This weekend it is kno…,neutral
RT @Twitter-handle: Check out businesscord's video! #TikTok URL PROOF CANADIAN FIRES ARE MAN MADE THIS FROM THE AIR NOW…,anger
@Twitter-handle: ur acting like the age gap is twenty years while it's FIVE,anger
me when I make a bowl of noodles 😋 🍜 URL,happiness
same 🥺 URL,neutral
"RT @Twitter-handle: Hey artists! We’re buying!! Show us your NFTs! - Drop your art, link &amp; price - Follow, RT + tag 3 artists so we can disco…",happiness
"RT @Twitter-handle: I appreciate you so much, my friend. Indeed, here’s to justice.",happiness
"@Twitter-handle: @Twitter-handle: I don't know if I'm expressing myself correctly, 🙂 Thank you for asking.",happiness
"RT @Twitter-handle: SFT Protocol X Alpha Marketing #Airdrop 🏆Rewards » $500 Worth of $rSPD ✅ Follow @Twitter-handle: &amp; @Twitter-handle: ✅ Like, RT…",neutral
"RT @Twitter-handle: A knighthood is a bauble - though the King won’t like knighting Rees-Mogg, who lied to his late mother. But a peerage means…",anger
"The Bicycle Safety Stop Bill, legalizing stop-as-yield for cyclists in California, has faced two vetoes. It's now u… URL",neutral
@Twitter-handle: @Twitter-handle: a little too much for an evo psy prof who provides dating tips eh,neutral
RT @Twitter-handle: i’m okay ! 😄🥲🫠 URL,happiness
RT @Twitter-handle: More abuse of power by Biden gang! URL,anger
RT @Twitter-handle: I love 😂 URL CELEBRATING THABANG PICTURES Thabang #ThabangMazibuko URL,happiness
"RT @Twitter-handle: Ever since I have heard @Twitter-handle: live rendition of tere hawale, I have been thinking only about it ♥️ URL",neutral
HAPT RELEASE DAY 😭😭😭😭 URL,happiness
"@Twitter-handle: @Twitter-handle: Pierre seen the signs already back then. Trudeau was and is to this date, not ready or go… URL",neutral
RT @Twitter-handle: Fir comparison BTS audios debut: Run BTS audio — 4.77M Take Two — 4.29M* Butter audio — 3.35M Permission to Dance — 1…,neutral
@Twitter-handle: Yes and divorce her,anger
RT @Twitter-handle: .@TheDalesReport gives $HITI a big 👍 “It's obvious that if people are buying cannabis in Canada they're buying it from…,happiness
I was finally able to buy groceries thank you God,happiness
RT @Twitter-handle: #GeniusCharts | The English translation of “Take Two” by BTS (@BTS_twt) rises to #1 on the All-Genre Genius Chart making it…,happiness
RT @Twitter-handle: Per sources DOJ investigating conservative-backed efforts in Wyoming to infiltrate DNC ahead of 2020 election. One sub…,anger
@Twitter-handle: can i write URL,neutral
"Aristotle’s Rhetoric described kindness framed around selflessness: “Kindness, under the influence of which a man i… URL",neutral
still wouldn’t date one tho,neutral
"RT @Twitter-handle: 4th respondents (APC), has said the authority cited by JS Okutepa is not related to the issue at hand Ruling is RESERVED t…",neutral
"RT @Twitter-handle: My friend Müjdat Gül ler wants to seek asylum in Greece. If they return to Turkey, they will be arrested. Please accept my…",fear
RT @Twitter-handle: “you guys don't believe people can change here” guys you have to understand your growth and you learning from your mista…,neutral
I love my Conservative and Liberal friends but I gotta be honest: URL,neutral
"RT @Twitter-handle: 📢 #Web3 Enthusiasts, join us as we explore Democratizing Finance and Growth in Web3! ⚡️Hosted by @Twitter-handle: with g…",neutral
"@Twitter-handle: @Twitter-handle: @Twitter-handle: I didn't say no one died on that day, but that these ""massacre"" images… URL",neutral
RT @Twitter-handle: this is my first time seeing this video omg?? URL,surprise
"@Twitter-handle: Wasn't the PM just with Biden yesterday when he was mumbling on about protecting ""Trans kids"" and… URL",neutral
"@Twitter-handle: Im a satellite ,cctv,intercoms,internet dstv,etc installer and maintainance engineer.glad to see and… URL",neutral
RT @Twitter-handle: Full collection coming soon! #TreasuryBills URL,neutral
DJ FUCKING HATES ME HUH,anger
RT @Twitter-handle: URL India is on the brink of a milk crisis which is resulting in high levels of inflation and causi…,anger
@Twitter-handle: Amin…,neutral
RT @Twitter-handle: 1M+ likes in Instagram in less than 5hrs 💥 @Twitter-handle: #GunturKaaram URL,happiness
@Twitter-handle: 😂😂😂 nend tut gai,happiness
i’m fina start sagittarius-ing 😭 it’s go be a problem then .. i have no filter,disgust
RT @Twitter-handle: See our bodyguard 😂😂😂🔥🔥🔥🔥🔥 AFRICA FOR KHOSI NIGERIA WELCOMES KHOSI TWALA #KhosiTwala URL,happiness
@Twitter-handle: Smartest ale pal member,neutral
"RT @Twitter-handle: Dickhead Okada continues to be the best thing in wrestling this year, it's permanently on-sight with Kiyomiya!! Another cha…",anger
"Also standing at 6’2” , I have no idea why these pictures look like this . They got me on some terrible angles . If… URL",neutral
@Twitter-handle: Nice,happiness
@Twitter-handle: URL This is BS - utterly BS.,anger
RT @Twitter-handle: How Evidence In Bill Clinton’s Sock Drawer Is Connected With The Mar-a-Lago Raid URL via @Twitter-handle:,neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: And to ad tweets quoting yourself is not evidence.,neutral
